# ----------------------------------------
# Alle mobilappdata
# Vigtigste hændelser
# 20180101-20180131
# ----------------------------------------

Hændelsesetiket,Al aktivitet,Unikke hændelser,Hændelsesværdi,Gennemsnitlig værdi
"LIST:SELECT:subsection:rejsetider:Køge Bugt Motorvejen, Avedøre - Ishøj",1,1,0,"0,00"
NAVIGATIONMENU:SELECT:SENDPOSITION_ON,1,1,0,"0,00"
PROJECT:SELECT:PROJECT_2_SERVICEBESKEDER,1,1,0,"0,00"
WEBCAM:FOLLOW:Amager Boulevard,1,1,0,"0,00"
WEBCAM:FOLLOW:Bakkebølle - S,1,1,0,"0,00"
WEBCAM:FOLLOW:Bakkebølle - Ø,1,1,0,"0,00"
WEBCAM:FOLLOW:Bispeengbuen - SØ,1,1,0,"0,00"
WEBCAM:FOLLOW:Bjerringbro - Ø,1,1,0,"0,00"
WEBCAM:FOLLOW:Center Boulevard,1,1,0,"0,00"
WEBCAM:FOLLOW:E20 Borup Ø,1,1,0,"0,00"
WEBCAM:FOLLOW:E20 Fjelsted V,1,1,0,"0,00"
WEBCAM:FOLLOW:E20 Fjelsted Ø,1,1,0,"0,00"
WEBCAM:FOLLOW:E20 Kalvebodbroen N,1,1,0,"0,00"
WEBCAM:FOLLOW:E20 Kalvebodbroen S,1,1,0,"0,00"
"WEBCAM:FOLLOW:E20 København C, S",1,1,0,"0,00"
WEBCAM:FOLLOW:E20 Sadderup Ø,1,1,0,"0,00"
WEBCAM:FOLLOW:E20 Salby V,1,1,0,"0,00"
WEBCAM:FOLLOW:E20 Salby Ø,1,1,0,"0,00"
WEBCAM:FOLLOW:E20 vest for Nyborg V,1,1,0,"0,00"
WEBCAM:FOLLOW:E20/E47/O4 Ishøj,1,1,0,"0,00"
WEBCAM:FOLLOW:E39 Brønderslev - S,1,1,0,"0,00"
WEBCAM:FOLLOW:E45 Dannerhøj N,1,1,0,"0,00"
WEBCAM:FOLLOW:E47 Brøndby,1,1,0,"0,00"
WEBCAM:FOLLOW:E47 Lyngby,1,1,0,"0,00"
WEBCAM:FOLLOW:E47/E55 Rønnede N,1,1,0,"0,00"
WEBCAM:FOLLOW:E55 Gedser S,1,1,0,"0,00"
WEBCAM:FOLLOW:Everdrup,1,1,0,"0,00"
WEBCAM:FOLLOW:Give - S,1,1,0,"0,00"
WEBCAM:FOLLOW:Grevinge - S,1,1,0,"0,00"
WEBCAM:FOLLOW:Haverslev - N,1,1,0,"0,00"
WEBCAM:FOLLOW:Herning nord - V,1,1,0,"0,00"
WEBCAM:FOLLOW:Hillerød N - V,1,1,0,"0,00"
WEBCAM:FOLLOW:Hillerød N - Ø,1,1,0,"0,00"
WEBCAM:FOLLOW:Kalvehave V,1,1,0,"0,00"
WEBCAM:FOLLOW:Knivsbjerg - N,1,1,0,"0,00"
WEBCAM:FOLLOW:Kvistgård - SV,1,1,0,"0,00"
WEBCAM:FOLLOW:Langebro SØ,1,1,0,"0,00"
WEBCAM:FOLLOW:Lønne - NV,1,1,0,"0,00"
WEBCAM:FOLLOW:Nordhavn,1,1,0,"0,00"
WEBCAM:FOLLOW:O3-ODN Bullerup,1,1,0,"0,00"
WEBCAM:FOLLOW:Oksbølvej,1,1,0,"0,00"
WEBCAM:FOLLOW:Osted - NØ,1,1,0,"0,00"
WEBCAM:FOLLOW:Ringsted_13,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 11 Brøns S,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 11 Fjerritslev V,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 11 Gredst.bro SØ,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 11/28 Skjern - SØ,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 13 Thorning,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 142 Kpr. Fr. Bro V,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 142 Kpr. Fr. Bro Ø,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 15/21 Feldballe,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 16 Hillerød,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 16 Ramten V,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 16 Viborg V,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 170 Nørreskovv. N,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 170 Nørreskovv. V,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 175 Rømø,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 180 Hjortevej,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 180 Krebsen SV,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 180 Krebsen V,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 180 Limfj.broen S,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 180 Nibevej,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 180 St.mesterv. NØ,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 180 St.mesterv. SV,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 187 Nibe,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 201 Lyngby Omfv.,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 211 Måløv,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 22 Fuglebjerg,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 25 Vamdrup - NØ,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 28 Hee S,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 29 Års - NV,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 301 Rolfsted - SØ,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 303 Villestofte,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 311 Særslev,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 313 Nørre Aaby,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 315 Dalby,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 435 Solvig,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 507 Terndrup N,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 545 Hurup,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 55 Løkken S,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 8 Alssundbroen V,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 8 Alssundbroen Ø - V,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 8 Alssundbroen Ø - Ø,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 9 Langel.broen V,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 9 Langel.broen Ø,1,1,0,"0,00"
WEBCAM:FOLLOW:Rute 9 Svendborgsundbroen S,1,1,0,"0,00"
WEBCAM:FOLLOW:Ruten,1,1,0,"0,00"
WEBCAM:FOLLOW:Skive - SV,1,1,0,"0,00"
WEBCAM:FOLLOW:Slangerupvej Hillerød - N,1,1,0,"0,00"
WEBCAM:FOLLOW:Sorø - Ø,1,1,0,"0,00"
WEBCAM:FOLLOW:Stistrup - NV,1,1,0,"0,00"
WEBCAM:FOLLOW:Svenstrup - N,1,1,0,"0,00"
WEBCAM:FOLLOW:Svenstrup - S,1,1,0,"0,00"
WEBCAM:FOLLOW:Vemmelev - V,1,1,0,"0,00"
WEBCAM:FOLLOW:Vigerslevvej,1,1,0,"0,00"
WEBCAM:FOLLOW:Vrå - N,1,1,0,"0,00"
WEBCAM:OPEN:Aborg- S,1,1,0,"0,00"
WEBCAM:OPEN:Bakkebølle - S,1,1,0,"0,00"
WEBCAM:OPEN:E20 Kauslunde Ø,1,1,0,"0,00"
WEBCAM:OPEN:E20 Kbh. Lufthavn V,1,1,0,"0,00"
WEBCAM:OPEN:E20 Lillebæltsbroen,1,1,0,"0,00"
WEBCAM:OPEN:E45 Dannerhøj S,1,1,0,"0,00"
WEBCAM:OPEN:E45 Nørresundby S,1,1,0,"0,00"
WEBCAM:OPEN:E45 Vejlefjordbroen S,1,1,0,"0,00"
"WEBCAM:OPEN:E45 Århus V, mod N",1,1,0,"0,00"
WEBCAM:OPEN:E47 Lyngby,1,1,0,"0,00"
WEBCAM:OPEN:E47 Sakskøbing,1,1,0,"0,00"
WEBCAM:OPEN:E55 Stavreby,1,1,0,"0,00"
"WEBCAM:OPEN:Fullscreen:E20-København-C,-N",1,1,0,"0,00"
WEBCAM:OPEN:Fullscreen:Herning-nord---V,1,1,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-170-Nørreskovv.-N,1,1,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-170-Nørreskovv.-V,1,1,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-21-Arnakke-SØ,1,1,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-21-Baldersbr.-Ø,1,1,0,"0,00"
"WEBCAM:OPEN:Fullscreen:Rute-26-Nykøbing-M,-S",1,1,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-507-Gjerlev-N,1,1,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-507-Terndrup-N,1,1,0,"0,00"
WEBCAM:OPEN:Fullscreen:Skive---NØ,1,1,0,"0,00"
WEBCAM:OPEN:Fullscreen:Visby---S,1,1,0,"0,00"
WEBCAM:OPEN:Fullscreen:Øster-Alle-NV,1,1,0,"0,00"
WEBCAM:OPEN:Graderup - NV,1,1,0,"0,00"
WEBCAM:OPEN:Kliplev - N,1,1,0,"0,00"
WEBCAM:OPEN:Kolding Ø - V,1,1,0,"0,00"
WEBCAM:OPEN:Lønne - NV,1,1,0,"0,00"
WEBCAM:OPEN:Magleby - V,1,1,0,"0,00"
WEBCAM:OPEN:Nykøbing Falster - N,1,1,0,"0,00"
WEBCAM:OPEN:O1-ODN Østre Stationsvej,1,1,0,"0,00"
WEBCAM:OPEN:Rute 11 Fjerritslev V,1,1,0,"0,00"
WEBCAM:OPEN:Rute 11/55 Aabybro,1,1,0,"0,00"
WEBCAM:OPEN:Rute 14 Gelsted S,1,1,0,"0,00"
WEBCAM:OPEN:Rute 15 Lind - Ø,1,1,0,"0,00"
WEBCAM:OPEN:Rute 168 Bellinge S,1,1,0,"0,00"
WEBCAM:OPEN:Rute 168 Glamsbjerg,1,1,0,"0,00"
WEBCAM:OPEN:Rute 170 Kruså S,1,1,0,"0,00"
WEBCAM:OPEN:Rute 170 Nørreport S,1,1,0,"0,00"
WEBCAM:OPEN:Rute 175 Skærbæk,1,1,0,"0,00"
WEBCAM:OPEN:Rute 180 Krebsen SV,1,1,0,"0,00"
WEBCAM:OPEN:Rute 180 Ny Nibevej N,1,1,0,"0,00"
WEBCAM:OPEN:Rute 187 Nibe,1,1,0,"0,00"
WEBCAM:OPEN:Rute 21 Baldersbr. V,1,1,0,"0,00"
WEBCAM:OPEN:Rute 22 Fuglebjerg,1,1,0,"0,00"
WEBCAM:OPEN:Rute 24 Gabøl - V,1,1,0,"0,00"
WEBCAM:OPEN:Rute 25 Løgumkloster S,1,1,0,"0,00"
WEBCAM:OPEN:Rute 26 Kongensbro NV,1,1,0,"0,00"
WEBCAM:OPEN:Rute 28/30 Bill. Lufth.,1,1,0,"0,00"
WEBCAM:OPEN:Rute 329 Haarby,1,1,0,"0,00"
WEBCAM:OPEN:Rute 43 Faaborg - N,1,1,0,"0,00"
WEBCAM:OPEN:Rute 43 Hillerslev S,1,1,0,"0,00"
WEBCAM:OPEN:Rute 435 Solvig,1,1,0,"0,00"
WEBCAM:OPEN:Rute 469 Hejnsvig,1,1,0,"0,00"
WEBCAM:OPEN:Rute 53 Skibby,1,1,0,"0,00"
WEBCAM:OPEN:Rute 579 Møldrup,1,1,0,"0,00"
WEBCAM:OPEN:Rute 9 Langel.broen Ø,1,1,0,"0,00"
WEBCAM:OPEN:Ruten,1,1,0,"0,00"
WEBCAM:OPEN:Skive - SV,1,1,0,"0,00"
WEBCAM:OPEN:Svenstrup - N,1,1,0,"0,00"
WEBCAM:OPEN:Vallensbæk S - V,1,1,0,"0,00"
WEBCAM:OPEN:Vejle Bredstenvej - Ø,1,1,0,"0,00"
WEBCAM:OPEN:Viemosevej - S,1,1,0,"0,00"
WEBCAM:OPEN:Øster Alle SØ,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Bjerringbro - Ø,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E20 Kauslunde Ø,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E20 Kbh. Lufthavn Ø,1,1,0,"0,00"
"WEBCAM:UNFOLLOW:E20 København C, S",1,1,0,"0,00"
WEBCAM:UNFOLLOW:E20 Nyborg C - S,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E20 Nyborg V - Ø,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E20 Sadderup V,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E20 Storebæltbroen,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E20 Vejen,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E20/E47 Greve,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E20/E47 Karlslunde rasteplads - N,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E20/E47 Karlslunde rasteplads - S,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E39 Brønderslev - S,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E45 Ejer Baunehøj,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E45 Ejer Bavnehøj V - N,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E45 Frøslev 1,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E45 Gudenåen,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E45 Skærup Rastepl. S,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E45 Smidstrup S,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E45 Aalborg,1,1,0,"0,00"
"WEBCAM:UNFOLLOW:E45/15 Århus V, mod Ø",1,1,0,"0,00"
WEBCAM:UNFOLLOW:E47 Brådebæk,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E47 Humlebæk N,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E47 Roskildevej,1,1,0,"0,00"
WEBCAM:UNFOLLOW:E47/E55 Bårse N,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Fiskebæk N,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Give - N,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Herning nord - V,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Klovborg - SØ,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Kolding Ø - V,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Odense Syd - Ø,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Pårup - N,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 11/55 Aabybro,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 15 Lystrup Ø,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 16 Holstebro Ø - Ø,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 168 Bellinge N,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 170 Nørreskovv. N,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 170 Nørreskovv. S,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 181 Harboøre,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 21 Brøndby,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 25 Løgumkloster S,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 28 Hee - N,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 29 Års - NV,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 301 Rolfsted - NV,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 313 Nørre Aaby,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 52 Horsens,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 9 Langel.broen V,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 9 Ringe N,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 9 Ringe S,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute 9 Svendborgsundbroen N,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rute16 Fausing - V,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Rødby Havn,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Sindal - V,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Skive - SV,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Skovby - N,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Sorø - V,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Taastrup V - V,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Universitetsboulevarden,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Vejlefjordbro nord,1,1,0,"0,00"
WEBCAM:UNFOLLOW:Vigerslevvej,1,1,0,"0,00"
,528.527,282.836,0,"0,00"

Indeks for måned,Al aktivitet
0000,528.527
,528.527
